source_id,type,n_epochs,mean_mag_g,std_mag_g,skewness_g,kurtosis_g,period_g,amplitude_g,frac_above_mean_g,mad_g,von_neumann_ratio_g,mean_mag_r,std_mag_r,skewness_r,kurtosis_r,period_r,amplitude_r,frac_above_mean_r,mad_r,von_neumann_ratio_r,ra,dec,recon_error,error_sigma,lc_class
88444,anomaly,248,19.847204235734203,0.6602981085907169,-0.12545877550114723,-0.8777443748717157,11.1190195511466,2.769673109464673,0.5282258064516129,0.50178330139431,1.8750447700751245,14.59885042447386,0.24984656590063697,-13.53749022746682,196.76969599322646,100.0,3.8608315451535375,0.782258064516129,0.017062130794905705,1.3104591579549512,278.52767182458524,32.87964807896846,38.033253,48.4406,high_amplitude_variable
12190,eclipsing_binary,101,20.89785163129316,0.06774749481313444,7.160917149188752,62.28120797351431,0.14529611458599762,0.7190521077299685,0.40594059405940597,0.020934314386252595,2.0021694053741133,18.81268217013768,0.46847850197096064,2.670742364328653,5.173643192765612,8.48078717448469,1.663178802053526,0.09900990099009901,0.02346040076734468,2.2550309616209083,55.63721500810634,54.820150827729194,20.259853,25.627539,short_period_variable
824,anomaly,275,19.616667191328887,0.1889527307345002,-6.012777069033469,41.87414897968149,0.1830953777115898,1.8510502904753068,0.8290909090909091,0.022287624156987818,0.20927789328642435,15.740331671639195,0.18477847710077983,-10.798313130097728,134.68452009160265,71.44490495926826,2.63483904729288,0.730909090909091,0.022645478517514306,0.6501431530163764,70.58476415986524,18.46210247132383,19.792887,25.028164,short_period_variable
41681,eclipsing_binary,67,16.468201449685196,0.08101716085631767,1.6236196858348968,1.9948093228554606,5.818338415698689,0.3890095028808247,0.3283582089552239,0.02990080264044792,2.3167811606951654,14.666699498282492,0.21227292541972168,7.768988493761691,59.59972775308961,33.35112415771565,1.8193969955444675,0.16417910447761194,0.017211679626184306,2.045345516030733,359.13887266221894,63.663937731242,18.74287,23.680414,unclassified
22657,anomaly,285,19.242509942592346,0.4111145600667945,4.746739754698568,20.68515934358667,100.0,2.23844125750432,0.042105263157894736,0.024361391798581877,0.20205168722506903,20.887997173825973,0.3297622171268792,7.271598792555407,51.27543300306396,0.49544397687201314,2.608830787651055,0.06666666666666667,0.018751616228360746,0.4250602473767583,31.78838789973423,1.2918649271231075,18.497833,23.365896,long_period_variable
14186,anomaly,295,18.855826248189576,0.6612314876881081,0.013320608874577785,-0.9268403416023161,26.33131419541743,2.6562876508071476,0.5050847457627119,0.5207828941383568,1.2063214650489347,19.88030403162499,0.1872280801640849,-11.685929360625433,157.63678692541842,83.34444814938313,2.833455055750445,0.7423728813559322,0.020443298974356594,0.7254948235436697,83.30548655763661,46.96164961806774,18.155836,22.926926,color_variable
16121,anomaly,213,16.57830824007326,0.6573719084837013,0.08776634914023963,-0.9813250911922493,100.0,2.5353875087200066,0.49765258215962443,0.4923477747054328,0.6430127489100782,15.159506258754487,0.09836522927934092,-11.68974720477427,154.82346137310088,0.4752122484792543,1.432150058855676,0.5633802816901409,0.022028532915246757,1.5905454101939305,152.41603370483602,67.53497057135584,18.009623,22.739254,long_period_variable
98557,anomaly,234,21.07207101287535,0.7167316101977715,6.601126934678793,41.661537477712635,62.51875937968983,5.057737893034773,0.021367521367521368,0.022105240138289517,0.40630329620852784,19.561038086476906,0.6123750088608966,-0.04633131301264494,-0.5873899003493981,71.44490495926826,2.7094595264719494,0.5256410256410257,0.40591304815989915,0.8980012885221568,329.851291706508,61.551959358913194,17.945705,22.657213,transient_candidate
75501,anomaly,289,14.289329629599136,0.1582821677173292,-11.050714326344242,145.7065006364221,83.34444814938313,2.365662713183463,0.726643598615917,0.0204600853050394,0.8210987011105626,21.17686228029165,0.5507714954426128,-9.642118892904683,91.09969140949836,0.21448758748017202,5.5151966644417705,0.986159169550173,0.012897247439845216,0.6773493329532175,13.773709869219907,17.25103023158899,17.49609,22.080109,high_amplitude_variable
10112,anomaly,78,16.19935073494533,0.7282831027682986,-4.793838173293969,21.00432900546286,14.295518888158083,3.865008075062761,0.9615384615384616,0.017773593497523166,0.6920898497970916,20.277449678747946,0.663937946170124,-0.08776732322206189,-0.8450966743314194,100.0,2.6395144710515375,0.48717948717948717,0.5337724221072442,1.3400108350157778,79.29046197303668,11.089038395188787,17.326061,21.861868,high_amplitude_variable
44092,eclipsing_binary,78,20.12507427239056,0.12557664542205932,7.929346333848146,64.76049097504935,0.13509715428478772,1.1466568107213746,0.2948717948717949,0.018031522444108106,1.9945749908896717,17.520570216127428,0.14710046164983573,1.9335981606565782,2.0868280785085203,2.9434624397941516,0.5417472787765831,0.16666666666666666,0.029028883369200287,2.1009776399499747,136.11753026244247,1.2834688694924026,16.365715,20.629213,short_period_variable
53634,anomaly,253,20.598690722647476,0.39735663209686845,6.839827486468776,45.09009533708993,50.020012007204315,3.009242166198586,0.05138339920948617,0.02163104592026599,0.41221539400441,21.317009030856223,0.7046070954788933,5.338172107438425,26.556422997882326,71.44490495926826,4.136553062951936,0.03162055335968379,0.02309483686834568,0.26651368057154756,160.56739859505876,-18.574272420791452,16.255117,20.487257,transient_candidate
19477,anomaly,280,19.421724927288004,0.5258183043960978,6.579517131829547,41.431555699250374,0.11508738261040928,3.73656044205919,0.03214285714285714,0.019255846814070665,0.33973150049659756,16.743802385076812,0.47981284614892933,4.488027665891459,18.23528599151394,100.0,2.4916210462484827,0.04285714285714286,0.020860019614035608,0.1887958556975571,189.2017555392419,45.204435968206056,16.03867,20.209435,transient_candidate
72791,anomaly,287,19.943191605506883,0.4464609162932153,6.129087004231989,35.728695219408124,100.0,2.976834464762046,0.024390243902439025,0.019648041196671073,0.3006175665721558,14.601073515626203,0.8055920867576013,3.4829861994627533,10.151534360477848,100.0,3.3888218983401064,0.06620209059233449,0.020748733747915082,0.1155402945671198,237.85349286004632,88.18015359799455,15.979324,20.133263,transient_candidate
57926,anomaly,251,16.585746093588313,0.7041546328722753,-0.22250013811398692,-1.0270719360950824,100.0,2.681086585234784,0.5139442231075697,0.5928661100106787,0.6003544261568093,17.01499070985626,0.6388922835131272,6.849047548489172,45.0195058143709,0.32877732192817805,4.675552486898937,0.02390438247011952,0.021362238708842796,0.4120296972832861,211.97065159144162,26.652082802934423,15.55956,19.594473,transient_candidate
11194,anomaly,291,15.27036608816598,0.3061382356938215,-3.5320607665994883,12.063470869284162,0.35922394979631517,1.657332320065244,0.8487972508591065,0.026433346799146662,0.048081983728768235,14.676172989639646,0.40525057316438845,7.374451382643837,52.67347172887607,83.34444814938313,3.215424422326743,0.048109965635738834,0.0188680416204825,0.43082274728849024,154.51629561494275,1.4516354349707967,15.249998,19.197134,transient_candidate
63967,anomaly,286,17.67130862596244,0.6213131908939894,6.665075122422712,42.517349628304686,0.16974210337596296,4.473271111813965,0.02097902097902098,0.019715075243103897,0.34068424342116405,17.99386027094189,0.3648932067487712,-6.4632025544266885,44.38785255109786,100.0,2.9848847613065974,0.9090909090909091,0.02125689063447922,0.15976885791499182,241.05379645718446,72.55200110196176,15.157172,19.077988,transient_candidate
16630,eclipsing_binary,73,18.640119355431864,0.30930520688000623,2.260624153363754,3.203618543865062,0.38169250351036466,1.0418784790495188,0.1232876712328767,0.026988839521191466,1.9009885240640618,18.75806748831642,0.20826887765089988,8.102896932296106,65.1103145582308,6.67164916120594,1.8450103320025981,0.2602739726027397,0.02512291844615433,2.0872832931159238,317.0198679021673,-24.01629985304553,14.992793,18.866999,short_period_variable
