index,label,err_transformer,err_conv_ae,anom_transformer,anom_conv_ae,transformer_only,conv_only
6972,0,0.00021010483,0.0009838108,1,0,1,0
32886,0,0.00020632164,0.000962255,1,0,1,0
37444,0,0.00019616267,0.0009940233,1,0,1,0
14489,0,0.00019477264,0.0009980462,1,0,1,0
14684,0,0.00019412137,0.0009988997,1,0,1,0
1038,0,0.00019411926,0.00097317214,1,0,1,0
13344,0,0.0001937555,0.00097377563,1,0,1,0
37204,0,0.00019370593,0.000985228,1,0,1,0
14992,0,0.00019181274,0.00096437405,1,0,1,0
13735,0,0.00019125044,0.000997685,1,0,1,0
16876,0,0.00019113545,0.0009874492,1,0,1,0
7658,0,0.00019099427,0.00096547796,1,0,1,0
44960,0,0.00019011747,0.0009849801,1,0,1,0
15678,0,0.0001897426,0.00094809977,1,0,1,0
20023,0,0.00018951873,0.0010025785,1,0,1,0
25236,0,0.00018933836,0.0009970231,1,0,1,0
36695,0,0.00018929112,0.0009996255,1,0,1,0
39573,0,0.00018921263,0.0009774322,1,0,1,0
16131,0,0.00018879982,0.0009995926,1,0,1,0
38007,0,0.0001887199,0.0009919035,1,0,1,0
28587,0,0.00018865896,0.0009809727,1,0,1,0
35591,0,0.00018771508,0.0009982042,1,0,1,0
24248,0,0.00018745584,0.0008946683,1,0,1,0
40862,0,0.00018714882,0.0009753168,1,0,1,0
5895,0,0.00018658982,0.0009632151,1,0,1,0
13714,0,0.00018651035,0.0009893393,1,0,1,0
44108,0,0.00018642524,0.00099864,1,0,1,0
8234,0,0.00018619145,0.0010027618,1,0,1,0
15881,0,0.00018572407,0.0009600475,1,0,1,0
33139,0,0.0001852609,0.000949174,1,0,1,0
28121,0,0.00018520639,0.00093780045,1,0,1,0
6085,0,0.00018513924,0.0009932213,1,0,1,0
48751,0,0.0001848822,0.0009832516,1,0,1,0
49281,0,0.00018476245,0.00092798175,1,0,1,0
21072,0,0.00018472286,0.0009999964,1,0,1,0
4498,0,0.00018463544,0.0008744288,1,0,1,0
26598,0,0.00018448962,0.0009974784,1,0,1,0
30428,0,0.00018438157,0.0010028422,1,0,1,0
21411,0,0.00018399734,0.0010014834,1,0,1,0
45515,0,0.00018386928,0.0010006853,1,0,1,0
16421,0,0.00018359459,0.0010005786,1,0,1,0
15865,0,0.00018347321,0.0009599994,1,0,1,0
12447,0,0.00018346155,0.00092393905,1,0,1,0
33983,0,0.00018316989,0.0010008834,1,0,1,0
15077,0,0.00018304349,0.00096937147,1,0,1,0
45621,0,0.00018303329,0.0009275439,1,0,1,0
31594,0,0.00018287651,0.0010040147,1,0,1,0
7269,0,0.00018241435,0.00096410874,1,0,1,0
39536,0,0.00018238692,0.0009922361,1,0,1,0
20233,0,0.00018226646,0.0009888886,1,0,1,0
36668,0,0.00018219597,0.0009672355,1,0,1,0
39689,0,0.00018190646,0.0010011864,1,0,1,0
9634,0,0.00018165445,0.00097382825,1,0,1,0
38895,0,0.00018139687,0.0009863008,1,0,1,0
36123,0,0.00018136392,0.00097136985,1,0,1,0
18313,0,0.00018133287,0.0009733579,1,0,1,0
36403,0,0.00018106512,0.0009666807,1,0,1,0
14536,0,0.00018061313,0.0009884064,1,0,1,0
46901,0,0.00018033574,0.000979572,1,0,1,0
29419,0,0.00018031798,0.0009751029,1,0,1,0
4356,0,0.00018022471,0.0009427802,1,0,1,0
34155,0,0.00018019337,0.0009915136,1,0,1,0
34941,0,0.00018006624,0.0009540192,1,0,1,0
45563,0,0.0001800586,0.00092865556,1,0,1,0
31308,0,0.00017967219,0.0009921616,1,0,1,0
6776,0,0.00017959188,0.0009802495,1,0,1,0
19151,0,0.00017956618,0.0009897186,1,0,1,0
3497,0,0.00017944352,0.0009371994,1,0,1,0
27215,0,0.00017931158,0.0009442085,1,0,1,0
8958,0,0.00017923056,0.0009257725,1,0,1,0
25563,0,0.00017886219,0.0009873842,1,0,1,0
14038,0,0.00017866885,0.0009561241,1,0,1,0
27141,0,0.0001785648,0.0009957447,1,0,1,0
9096,0,0.00017821229,0.00095501036,1,0,1,0
30546,0,0.00017798248,0.0009572694,1,0,1,0
44501,0,0.00017785215,0.0009996882,1,0,1,0
9106,0,0.00017781711,0.0009591526,1,0,1,0
41734,0,0.00017768891,0.0010022259,1,0,1,0
8232,0,0.00017766244,0.0009347199,1,0,1,0
47323,0,0.00017759505,0.00092760724,1,0,1,0
47491,0,0.00017720101,0.0009700438,1,0,1,0
27912,0,0.00017709327,0.00095010654,1,0,1,0
31185,0,0.0001770597,0.0009231797,1,0,1,0
1394,0,0.00017702363,0.0009939522,1,0,1,0
5322,0,0.00017693662,0.0009615581,1,0,1,0
22416,0,0.00017677424,0.0009998603,1,0,1,0
13640,0,0.00017618173,0.00097589544,1,0,1,0
15361,0,0.00017609129,0.00088322686,1,0,1,0
40228,0,0.00017597005,0.00096678454,1,0,1,0
37942,0,0.00017596217,0.0009591115,1,0,1,0
2222,0,0.00017592595,0.0009929878,1,0,1,0
5038,0,0.00017584537,0.0009478353,1,0,1,0
38825,0,0.00017564453,0.00096269074,1,0,1,0
14901,0,0.00017556673,0.00093811005,1,0,1,0
11140,0,0.00017550257,0.00095153693,1,0,1,0
41671,0,0.00017543828,0.0009185596,1,0,1,0
32163,0,0.0001752482,0.000997351,1,0,1,0
18909,0,0.00017521397,0.0009093351,1,0,1,0
32365,0,0.00017520846,0.0009683602,1,0,1,0
24359,0,0.0001749886,0.0009135578,1,0,1,0
40673,0,0.00017497063,0.0009069488,1,0,1,0
18402,0,0.00017496163,0.00097388966,1,0,1,0
40362,0,0.00017495232,0.000914951,1,0,1,0
1571,0,0.00017494921,0.0009243148,1,0,1,0
48027,0,0.00017488573,0.0009267463,1,0,1,0
41042,0,0.00017465268,0.00097391446,1,0,1,0
43927,0,0.0001746472,0.0009335649,1,0,1,0
37450,0,0.00017460792,0.00097580475,1,0,1,0
27099,0,0.0001745386,0.00091090467,1,0,1,0
49542,0,0.00017424561,0.0009874144,1,0,1,0
49215,0,0.00017419943,0.0009898857,1,0,1,0
24155,0,0.0001741437,0.0010004533,1,0,1,0
17660,0,0.00017407972,0.0009844252,1,0,1,0
24772,0,0.00017393078,0.00094405405,1,0,1,0
4067,0,0.00017390592,0.0009455839,1,0,1,0
14095,0,0.00017390246,0.0009726774,1,0,1,0
16468,0,0.00017385471,0.0009839293,1,0,1,0
28281,0,0.00017382044,0.000897507,1,0,1,0
11289,0,0.00017372139,0.00095169834,1,0,1,0
34240,0,0.00017371871,0.00095633575,1,0,1,0
49737,0,0.00017358322,0.0009572341,1,0,1,0
19902,0,0.00017357426,0.0009919665,1,0,1,0
47170,0,0.0001733784,0.00095886545,1,0,1,0
2582,0,0.00017337828,0.00096122635,1,0,1,0
11993,0,0.00017325304,0.0009745264,1,0,1,0
16040,0,0.0001732038,0.00096566393,1,0,1,0
3013,0,0.0001731241,0.00095379964,1,0,1,0
25501,0,0.00017308025,0.0009813601,1,0,1,0
46644,0,0.00017289739,0.00093653443,1,0,1,0
46529,0,0.00017286043,0.0009369338,1,0,1,0
26655,0,0.0001727781,0.000969663,1,0,1,0
8630,0,0.00017276818,0.00092634134,1,0,1,0
10869,0,0.00017274878,0.0009415879,1,0,1,0
19082,0,0.00017266683,0.000973278,1,0,1,0
10941,0,0.00017265028,0.00097624556,1,0,1,0
26801,0,0.00017260028,0.0009470734,1,0,1,0
16419,0,0.0001725992,0.0008901803,1,0,1,0
6482,0,0.00017248208,0.0009936228,1,0,1,0
36496,0,0.000172438,0.0009209131,1,0,1,0
46433,0,0.00017234657,0.0009140156,1,0,1,0
30564,0,0.00017234453,0.0009867094,1,0,1,0
40246,0,0.00017229262,0.0009954545,1,0,1,0
47764,0,0.0001720961,0.00093888695,1,0,1,0
6591,0,0.000172086,0.00089288905,1,0,1,0
17149,0,0.00017200185,0.00094822515,1,0,1,0
27894,0,0.00017191838,0.00090102904,1,0,1,0
11134,0,0.00017190792,0.0009454108,1,0,1,0
9745,0,0.00017190106,0.000930061,1,0,1,0
14106,0,0.00017172963,0.0009409903,1,0,1,0
17328,0,0.0001716243,0.0009758379,1,0,1,0
37794,0,0.00017158221,0.00095319777,1,0,1,0
28647,0,0.00017151136,0.00090662006,1,0,1,0
42723,0,0.0001714858,0.0010026522,1,0,1,0
26082,0,0.00017146216,0.00096790533,1,0,1,0
43845,0,0.0001712223,0.0009406293,1,0,1,0
35156,0,0.00017114247,0.0009425588,1,0,1,0
22728,0,0.0001711005,0.0009848269,1,0,1,0
42172,0,0.00017109817,0.0009163475,1,0,1,0
28157,0,0.00017075405,0.0009366718,1,0,1,0
14974,0,0.00017074165,0.0009923896,1,0,1,0
30813,0,0.00017061055,0.0009889479,1,0,1,0
9272,0,0.00017058886,0.0009924,1,0,1,0
6446,0,0.00017056926,0.0009268823,1,0,1,0
12522,0,0.00017056412,0.0009659207,1,0,1,0
37242,0,0.00017056325,0.00089244597,1,0,1,0
29098,0,0.000170522,0.00089441007,1,0,1,0
35783,0,0.00017052186,0.00093154353,1,0,1,0
2555,0,0.00017025249,0.0009472051,1,0,1,0
41182,0,0.0001702357,0.00094770116,1,0,1,0
7976,0,0.00017022983,0.00093526917,1,0,1,0
5162,0,0.00017016489,0.0009225847,1,0,1,0
49579,0,0.00017015038,0.0009805522,1,0,1,0
32969,0,0.00017012973,0.00093151774,1,0,1,0
40308,0,0.000170073,0.0009218686,1,0,1,0
12975,0,0.00017003476,0.0009869284,1,0,1,0
38674,0,0.00017003469,0.0009935973,1,0,1,0
15310,0,0.00016997631,0.00095432956,1,0,1,0
45379,0,0.00016995615,0.0009399115,1,0,1,0
12621,0,0.00016980259,0.00089301594,1,0,1,0
43481,0,0.0001696572,0.0009930573,1,0,1,0
40841,0,0.00016960557,0.0009733569,1,0,1,0
6475,0,0.00016960144,0.0009820627,1,0,1,0
11260,0,0.00016947332,0.00091250386,1,0,1,0
13885,0,0.00016945622,0.0009950871,1,0,1,0
23015,0,0.00016942849,0.00094904535,1,0,1,0
6985,0,0.00016940902,0.00095534476,1,0,1,0
23616,0,0.00016938595,0.0009275128,1,0,1,0
42979,0,0.00016931353,0.000920165,1,0,1,0
26264,0,0.0001692938,0.0009861833,1,0,1,0
17992,0,0.00016928182,0.0009793704,1,0,1,0
44570,0,0.00016926683,0.00083481806,1,0,1,0
19120,0,0.0001692169,0.00094170397,1,0,1,0
49840,0,0.00016921548,0.0008725065,1,0,1,0
24354,0,0.0001691059,0.0009162299,1,0,1,0
45982,0,0.00016902921,0.00094930606,1,0,1,0
1111,0,0.00016890554,0.00090302096,1,0,1,0
31164,0,0.00016888617,0.0009457795,1,0,1,0
5156,0,0.0001688505,0.00093207194,1,0,1,0
46226,0,0.00016879357,0.00095293496,1,0,1,0
45471,0,0.0001684407,0.00095541374,1,0,1,0
1979,0,0.00016835105,0.00097242446,1,0,1,0
3434,0,0.00016834828,0.0009224109,1,0,1,0
23879,0,0.00016833673,0.00096569327,1,0,1,0
6567,0,0.00016832628,0.0008869636,1,0,1,0
5337,0,0.00016825672,0.0008991568,1,0,1,0
5027,0,0.00016805573,0.00097047066,1,0,1,0
10236,0,0.00016804329,0.0008700183,1,0,1,0
24380,0,0.00016797797,0.0009218809,1,0,1,0
11280,0,0.00016797586,0.00095771963,1,0,1,0
13219,0,0.00016795871,0.000855341,1,0,1,0
9682,0,0.00016792203,0.000985065,1,0,1,0
13907,0,0.00016776707,0.0009065581,1,0,1,0
47510,0,0.00016776184,0.0009997113,1,0,1,0
34463,0,0.00016768696,0.00095827295,1,0,1,0
2599,0,0.00016758377,0.000907024,1,0,1,0
35681,0,0.00016751564,0.0009598473,1,0,1,0
23484,0,0.00016739135,0.0009423429,1,0,1,0
