rank,index,true_label,combined_score,ae_error,if_score,DM,scattering_time_ms,fluence_Jy_ms,spectral_index,sub_burst_count,rotation_measure
1,2736,dm_scatter_outlier,0.9036810151771162,99.012939453125,0.6650873141044145,278.0751310549862,97.28331039394776,14.056845189937306,-0.6588319259280133,4,1491.863342540497
2,423,dm_scatter_outlier,0.7133309061053716,89.52715301513672,0.5734008485677464,215.45581868863388,95.08071703749165,5.591604500799299,-2.0431035855625423,2,1233.391350743549
3,4853,dm_scatter_outlier,0.6855480237529866,86.07301330566406,0.5654112285561826,292.90804643572983,94.82413853582725,4.044792296398968,-1.5960411320472552,4,1036.1478962957822
4,2708,dm_scatter_outlier,0.6754754158709231,51.51929473876953,0.6868516866299003,281.87674435702274,71.9263300126968,26.67783355387842,-1.0450832076631684,4,996.4682819773733
5,1633,dm_scatter_outlier,0.6728308754059016,87.67877960205078,0.5547903801568544,168.86228882178625,76.02947545511502,2.387209103886534,-0.7762277673604344,1,2923.388330152089
6,167,dm_scatter_outlier,0.6128681967162315,66.27410888671875,0.5728250918237914,136.02751955232165,79.61433616726185,1.615860423674588,-1.488276798765194,1,1306.1302347998799
7,4740,dm_scatter_outlier,0.6079084226812885,63.42578887939453,0.5785128652532464,133.8707870005151,80.87532866030882,2.77163668054689,-1.9852438197902864,5,991.6164018128134
8,994,dm_scatter_outlier,0.5873612007550408,68.42279052734375,0.5504618184986074,189.83808620239677,75.65590786971337,3.428659687692614,-1.5168464804093649,2,1887.8252277003226
9,866,dm_scatter_outlier,0.5855259782498382,46.92051315307617,0.6314495031330694,183.73688283789443,57.16710244923542,4.110691079154473,-1.6569971567012414,3,2056.433418512244
10,63,dm_scatter_outlier,0.4949699444874142,45.78948974609375,0.5614931068093677,147.71770275509192,62.209278180577016,3.043961963121901,-1.5902448793191524,1,1568.5414805174391
11,2663,dm_scatter_outlier,0.48165272524166697,40.5494499206543,0.5747496420542995,287.01183600119464,41.03170072258397,9.367864684631261,-1.4967667650126761,3,2577.2829606043565
12,2833,dm_scatter_outlier,0.46560558168519256,40.62705612182617,0.5609795276767993,112.53344234324172,47.38239365630306,3.9926457670220317,-1.6005021836957976,1,2283.5398932134185
13,1153,dm_scatter_outlier,0.40629557639454067,33.23788833618164,0.5477673504641257,229.88496812566564,10.016076951996979,2.9745046132143376,-1.277568151292248,1,2678.6122338361465
14,1943,dm_scatter_outlier,0.3813173013061204,27.60187339782715,0.5585471139062158,115.71970296423049,40.71987607229171,1.814847760264643,-1.9712398518359155,2,1750.6446332620046
15,4317,dm_scatter_outlier,0.37618740149280405,22.996686935424805,0.5902327362915024,277.55779314074573,48.42183244608745,7.5695121834064345,-1.8377976018037663,2,839.5746879222834
16,1589,periodic_repeater,0.3740038356171155,13.852313041687012,0.731305622859156,380.4258911899577,0.07561300933131082,44.66663163082536,-1.6013192346791738,11,86.5917359524945
17,4690,dm_scatter_outlier,0.3613299001322665,23.810766220092773,0.5662509950832741,201.0687855998887,46.65982948486256,0.5892263892055651,-1.5144350857330935,4,1011.0912968102826
18,4243,dm_scatter_outlier,0.3596559739863365,15.699531555175781,0.6648273643944661,187.1695626805025,24.65836378240963,1.3958732718973699,-1.9045883603720308,2,1681.5486414237675
19,4879,periodic_repeater,0.3583617890481128,14.4806489944458,0.6873396815507219,258.59247296955226,0.08838908108579867,76.50952578542321,-0.9528035591349404,19,-17.286280436301443
20,3003,periodic_repeater,0.33620044369948787,12.993951797485352,0.6812711133350439,197.53354119913035,0.022158341098905278,77.07045145228649,-1.147259917572995,16,-98.32519126348052
21,4726,periodic_repeater,0.3335836164911472,12.795722007751465,0.6811929165494002,412.2733612987714,0.07733166891946218,94.3766487416394,-1.8871094561904016,8,-72.11442398304179
22,2628,periodic_repeater,0.33049693159345206,11.963533401489258,0.6967052619147613,306.2899464866208,0.04876281033457037,85.54142589001505,-0.7952167125089343,18,-100.1689139231201
23,3254,periodic_repeater,0.3295092598101802,12.709541320800781,0.6756999263985879,400.368643975695,0.07240594202747822,61.21819158466067,-2.063418674496619,19,13.644289779471478
24,3569,periodic_repeater,0.32510180939810057,11.81138801574707,0.6902023268236194,833.0758052585632,0.1680950869023405,97.85990814830257,-1.343474095492825,15,-13.295200216324115
25,2613,dm_scatter_outlier,0.31708547587906627,12.175329208374023,0.6655116129549034,285.11373690790674,26.43025426048452,1.8282659163015342,-1.2009979941784612,2,1242.813160478897
26,1152,periodic_repeater,0.3147839431375843,11.327832221984863,0.6830219261367506,588.8639996004986,0.07921271730221761,47.57077549757108,-1.8587000535093339,18,162.08503610345522
27,3990,periodic_repeater,0.3142541116322703,10.928223609924316,0.6933742122632459,592.6908672006234,0.20855310159167745,58.76751992454178,-1.5202253404742772,15,120.64654024682453
28,4002,ultra_high_dm,0.3103813990941245,13.662269592285156,0.6223493775081277,9631.356724259904,0.05810683820050576,18.57110134324319,-1.407417022282993,1,-42.26861075207924
29,1487,periodic_repeater,0.304182794510724,10.664023399353027,0.6804941870007606,219.38019794834813,0.03203671467220579,71.62810489273761,-2.000725874040257,19,30.44863455947081
30,2815,periodic_repeater,0.2987346718142712,10.007912635803223,0.6891055887814521,362.6560115662993,0.01746043921642753,98.04621864268111,-1.247317036039468,17,21.6400807793805
