index,true_label,spectral_type,recon_error,ir_error_frac,G,W3,W4,W3_W4,G_W4
79912,dyson_candidate,M,41.678367614746094,0.9553262591362,17.516267976342903,15.296835799123649,13.647859718798534,1.6489760803251148,3.8684082575443686
68953,dyson_candidate,M,41.26127243041992,0.8645688891410828,16.15879963372652,13.473563790467445,13.515729786644624,-0.042165996177178755,2.6430698470818967
10389,dyson_candidate,F,37.85954284667969,0.8370062112808228,5.572919491035643,2.409608130845034,1.3190712438031218,1.090536887041912,4.253848247232521
30948,dyson_candidate,K,36.98540115356445,0.7138781547546387,13.924272187856108,12.033319935130134,9.917131284987125,2.116188650143009,4.007140902868983
88580,dyson_candidate,M,36.57160949707031,0.980290412902832,9.732888929897127,7.853340358510852,6.348989882522702,1.5043504759881507,3.3838990473744257
99141,dyson_candidate,M,35.228946685791016,0.873313844203949,18.144983417024353,15.472372221735956,15.465981763409527,0.006390458326428927,2.679001653614826
83110,dyson_candidate,M,34.247005462646484,0.9538880586624146,15.234107792284906,13.799985664925536,11.474582409920474,2.325403255005062,3.7595253823644317
73908,dyson_candidate,M,33.76308059692383,0.7865704894065857,16.833697474116892,14.871821465107692,13.701628263662755,1.1701932014449365,3.132069210454137
99070,dyson_candidate,M,33.314483642578125,0.868594229221344,14.79775814690063,13.089128533345916,11.602235205543916,1.4868933278019991,3.195522941356714
15958,dyson_candidate,G,33.28582000732422,0.9492550492286682,10.274005418954838,7.50220882255182,6.129328311633096,1.3728805109187237,4.144677107321741
68310,dyson_candidate,M,33.074119567871094,0.9587368965148926,10.543514787634553,8.095101368179382,8.30189409439332,-0.20679272621393885,2.2416206932412326
63038,dyson_candidate,M,32.806190490722656,0.9800692796707153,15.089579562714901,13.689617959438822,11.616768249756047,2.0728497096827745,3.4728113129588536
36890,dyson_candidate,K,32.72390365600586,0.7896108031272888,6.163625261757663,3.3024221789081887,3.259543956828021,0.04287822208016756,2.904081304929642
60836,dyson_candidate,M,32.36145782470703,0.9863468408584595,17.364263511751297,15.077826707446148,14.827186029288358,0.2506406781577901,2.537077482462939
51556,dyson_candidate,K,32.07281494140625,0.9084357619285583,13.538491862979225,10.558064907471733,9.395164327727564,1.1629005797441696,4.143327535251661
31292,dyson_candidate,K,32.039939880371094,0.983189046382904,13.724610065141867,11.677140494229622,10.078831441385429,1.5983090528441934,3.6457786237564385
45662,dyson_candidate,K,31.84865379333496,0.9705480337142944,8.699484883784084,5.78726520323549,5.628532708936813,0.1587324942986772,3.070952174847271
81663,dyson_candidate,M,31.298805236816406,0.9612206220626831,9.477640684682225,7.838564939341486,6.60990470136541,1.2286602379760758,2.8677359833168143
31844,dyson_candidate,K,31.10196876525879,0.8513919115066528,13.121659641283237,10.798336643318905,9.287466202313077,1.510870441005828,3.8341934389701606
55220,dyson_candidate,M,30.428133010864258,0.9280313849449158,12.691432930436944,11.52035331066716,9.50832443817528,2.0120288724918804,3.183108492261665
96982,dyson_candidate,M,30.22475814819336,0.8680002093315125,10.875684447689874,8.384134947665704,8.33684867918603,0.047286268479673765,2.5388357685038443
81092,dyson_candidate,M,30.20596694946289,0.7955681681632996,10.916814749198545,9.552447042849224,7.3757277313523515,2.176719311496872,3.541087017846194
6653,dyson_candidate,F,29.381793975830078,0.9444328546524048,11.921863556959469,8.773763635651587,7.66597298809069,1.107790647560897,4.255890568868779
16901,dyson_candidate,G,28.45168685913086,0.9928739666938782,14.877118711819737,13.434102782179606,10.681459733190882,2.7526430489887233,4.195658978628854
31566,dyson_candidate,K,28.3477783203125,0.864772617816925,12.097204326500126,9.928752328833617,8.506207133448306,1.422545195385311,3.5909971930518196
47493,dyson_candidate,K,27.757661819458008,0.8954663872718811,9.048031184107785,6.702358816115275,5.536875625973005,1.16548319014227,3.5111555581347798
8774,dyson_candidate,F,27.666902542114258,0.8020269870758057,4.374290494361726,2.4473049877873123,-0.0876880594206062,2.5349930472079185,4.461978553782332
58032,dyson_candidate,M,27.352275848388672,0.8351754546165466,18.576234255735145,17.168912596708868,15.246997899664027,1.9219146970448406,3.3292363560711173
48540,dyson_candidate,K,27.288135528564453,0.8127612471580505,13.425053007908385,10.521188731903845,11.014572492651128,-0.4933837607472835,2.410480515257257
31166,dyson_candidate,K,27.140119552612305,0.9015344381332397,9.916134914801525,7.669876489848062,6.906316371063453,0.7635601187846088,3.0098185437380716
45783,dyson_candidate,K,26.283536911010742,0.744015634059906,8.49151218818262,5.880644216660657,5.608564476535703,0.27207974012495395,2.882947711646917
72504,dyson_candidate,M,25.93528175354004,0.8883809447288513,13.504189401699591,10.899282168590826,11.346945650630177,-0.447663482039351,2.157243751069414
98086,dyson_candidate,M,25.07337188720703,0.8184815049171448,13.517209724952236,11.658081997259053,11.369064766979402,0.28901723027965076,2.148144957972834
76197,dyson_candidate,M,24.76779556274414,0.7628231644630432,9.92427767846675,9.023682400133588,7.4573571104392595,1.566325289694328,2.46692056802749
62773,dyson_candidate,M,24.462541580200195,0.8777186870574951,8.719613844490727,7.55138092387511,5.517111311227508,2.034269612647602,3.2025025332632193
22177,dyson_candidate,G,23.94161033630371,0.8401967883110046,7.1727185361285875,4.1092999422962935,4.525016451076619,-0.4157165087803252,2.647702085051969
24426,dyson_candidate,G,22.73004150390625,0.7619137763977051,5.824976633621918,3.5755248950094605,2.7627716732192242,0.8127532217902362,3.0622049604026937
20739,dyson_candidate,G,22.672565460205078,0.7731796503067017,8.561462638837321,6.136667791290799,5.487597903086457,0.649069888204342,3.073864735750864
85440,dyson_candidate,M,22.565462112426758,0.9543398022651672,9.820127865964604,7.810555507510315,7.394509798509238,0.41604570900107696,2.4256180674553667
33084,dyson_candidate,K,21.30698013305664,0.7635329961776733,13.191647155817334,11.287235923932954,10.253968190211623,1.0332677337213312,2.937678965605711
33564,dyson_candidate,K,20.441184997558594,0.9682496190071106,13.975861037981122,12.12070991334219,11.082202400244805,1.0385075130973842,2.8936586377363174
51865,dyson_candidate,K,20.293384552001953,0.7747173309326172,10.56393985983328,8.771830817908631,7.27107957326351,1.5007512446451212,3.29286028656977
57218,dyson_candidate,M,19.39794158935547,0.7858700752258301,10.885685085061247,9.551802192899812,8.765013103673994,0.7867890892258185,2.120671981387254
89126,dyson_candidate,M,19.2518310546875,0.916270911693573,18.40063660465988,16.656790281097486,16.032381880809957,0.6244084002875283,2.3682547238499225
30882,dyson_candidate,K,18.64719581604004,0.7426440715789795,11.92804944037116,10.19461617604799,9.643480526502255,0.5511356495457349,2.2845689138689043
87147,dyson_candidate,M,18.607404708862305,0.9252113103866577,13.833307806103297,12.158088355804706,11.678067925948728,0.48002042985597804,2.1552398801545696
37791,dyson_candidate,K,18.34630584716797,0.9163118004798889,11.507421000217693,10.208293284706318,8.455072880405622,1.7532204043006967,3.0523481198120717
4161,dyson_candidate,F,15.354421615600586,0.783164381980896,7.485986072592951,5.409612183943522,4.0549980477754985,1.3546141361680233,3.4309880248174522
92493,dyson_candidate,M,14.580470085144043,0.9783331751823425,12.273042265556537,11.31868625627667,10.790987575041232,0.5276986812354387,1.4820546905153051
