umap_x,umap_y,cluster_id,membership_prob,ra,dec,anomaly_score,true_label
23.040283,0.64741975,0,0.9530726548113901,258.7342120573445,78.64676333018777,97.24079511714112,Artifact
28.359783,-22.390862,9,0.8691439742443727,157.16219801207674,57.67579512317718,140.5479997005467,ELG
31.717333,-25.915071,8,0.548890635406931,247.88795810921164,69.31281033958125,39.59599846543258,Unknown
-8.892888,1.0498621,1,0.8315944279115507,126.78647513524088,51.9484237887947,41.13727746314524,QSO
-9.386251,1.393777,1,0.6093693540607074,247.6774652168656,72.63179491462763,12.614840840259843,QSO
28.049131,-22.303642,9,0.8677389013573157,212.10841931319567,33.86168474129512,63.485774338070904,ELG
31.66128,-26.369009,8,0.9643545881743603,236.5864052163842,67.73990217174004,65.37700433164885,Unknown
4.7402253,5.7015767,5,0.3485977656274739,201.3207773640358,67.28646157390003,9.066693457131407,Blue-compact
3.397642,-4.3123317,2,0.9074770198563257,223.41581221141504,37.914777184132674,1.372564902152421,LRG
3.815235,-4.6602216,2,0.8679279570924684,193.392611326818,-1.9258995094623081,0.519308901515181,LRG
3.7062166,-4.708993,2,0.9059854748773513,240.597334295974,-8.027652043009619,36.07713377638384,LRG
23.076262,0.62188834,0,1.0,155.68035732013493,25.369183000003858,248.89217129406126,Artifact
27.862919,-22.402008,9,0.7924524635310147,214.24739234264428,36.05080030569428,35.19125584570721,ELG
-2.026393,10.709184,4,0.9673257503793302,230.33373708682225,36.604490097345064,2.661078335726176,AGN
23.149387,0.7549464,0,0.48402061709204264,174.7049683205729,64.21331272526251,496.12378054278685,Artifact
31.793064,-26.300926,8,0.8693851581756972,210.00081394179375,79.97128216658574,398.58636213699685,Unknown
10.658232,8.154213,6,0.5871953809784066,205.50425890146283,49.98766261777196,10.11359344629095,Post-starburst
3.7382617,-5.0288305,2,0.7621269373608942,139.2089639451316,16.536112875382834,35.44877964250274,LRG
28.789463,-22.812208,9,0.7827655950620496,253.98479228374313,43.515172702895484,16.225170056140392,ELG
-9.112339,1.058816,1,0.9416335138840897,276.4168004193567,0.4757953111428854,4.610764832520528,QSO
4.842776,5.8711004,5,1.0,214.1238826754677,28.631097119638575,1155.0282558059218,Blue-compact
29.216103,-18.592823,7,0.8296280555619165,176.5944811920386,31.250634519408045,6.133139441250868,Star
3.8552732,-4.731428,2,0.9127033696403865,195.7015317758894,74.25198276701818,9.773019658802728,LRG
4.7218633,5.853511,5,0.6140878924412542,169.67495164431887,58.058129786916325,43.171575851847436,Blue-compact
29.002745,-18.745184,7,1.0,217.48874125838867,-17.945704581350146,126.6138901238934,Star
3.7764587,-4.2334495,2,0.7417088820931701,261.0025973560438,3.1046046240556144,70.15995257039324,LRG
28.48312,-22.552551,9,0.8541030948303592,103.48080115952222,79.26336703305134,4.143961858290849,ELG
3.3453696,-4.843595,2,0.8759546708857123,178.52529455091866,-16.037803940349576,24.00663971540514,LRG
31.647453,-26.556553,8,0.5183503970779535,175.29021996723583,5.874762822085671,3.3815367552657682,Unknown
4.7255645,5.9586687,5,0.7107298129021672,131.36960112685787,14.815105919658109,19.71983483313194,Blue-compact
31.076242,-24.453289,8,0.10838505387709078,217.16883522383029,51.402094601648756,24.085846920268704,Unknown
31.624777,-26.24871,8,0.9765726933972164,179.0122722679995,52.12433181729362,175.2884432328572,Unknown
0.30686995,20.475033,3,0.6611773631050183,238.41647772425617,28.31898398057185,148.54541566103273,BAL-QSO
-9.402697,1.0939025,1,0.754092914170152,262.7988094975567,20.474841192621383,3.2584175275195295,QSO
4.873544,5.762993,5,0.5951156741341993,205.91201196951525,38.04274051393049,209.39501778083277,Blue-compact
29.001806,-18.746204,7,1.0,171.10157504125038,-17.99815127036693,4.187075473096569,Star
4.123946,-4.7812657,2,0.6491300825991076,183.39217679876586,23.19950342606758,26.150975371748867,LRG
4.7818933,5.8772225,5,0.9480072798272672,115.85661294090575,-9.822265807044433,30.809134345210577,Blue-compact
10.796801,8.254162,6,1.0,171.65863573315454,41.611939948307224,16.045858417139993,Post-starburst
-9.350628,1.1448731,1,0.8583939171730864,250.26167080709982,37.09414266656905,4.7721960439957725,QSO
-9.212493,1.0328368,1,0.8872631786927668,174.8995667316006,50.08782900853693,19.456721824678038,QSO
28.916294,-18.866053,7,0.7582422153274794,261.64745140040714,-16.945851208108248,13.22617679733541,Star
