ra,dec,anomaly_score,cluster_id,membership_prob,umap_x,umap_y
195.01204992119472,-7.430174556973906,543.1901097609237,2,0.9349404525051926,18.251734,0.9008836
204.53716105120932,45.57314006931344,10.885388197876742,3,0.8826691131474268,6.86555,9.42641
123.42460219100222,17.856820988601037,12.00973468874553,5,1.0,-2.9806058,3.471882
241.2255518358159,18.794513779955828,233.4791599885242,3,0.9465176602850273,6.9393516,9.374073
169.18106044976042,8.222101829254164,22.789628232851207,0,0.6952189189388646,-35.02968,1.4860299
163.57494078807875,37.830017507024664,16.265777714296267,0,0.6822333804426337,-34.828445,0.8481912
114.42125303099093,13.128045471336108,1246.6977788854415,4,0.7660907114801628,6.8332186,-2.8897269
197.01787301058505,9.096152917440644,135.70273534352157,4,0.8595674003977944,6.3584647,-2.6708264
132.631780890455,60.72915355638932,41.15442081319141,4,0.8677550128448704,6.764904,-2.8061035
206.33266344805628,57.35026295349036,8.409443905805759,4,0.7520790944660933,5.950176,-3.1810224
273.2195911373067,28.186489570757352,32.359589576971956,3,1.0,6.9769335,9.09412
135.48983078797903,-9.85903470345795,35.19141586236139,0,0.7291838220420395,-34.88128,0.7892768
277.52184204936464,20.926007988342036,570.0631894580026,3,0.9898236845332171,6.9498377,9.219906
192.1074433625189,64.9198120502901,83.52019702906922,5,0.9131420873663727,-3.1389585,3.34658
201.08038432264547,77.95011773564049,589.5358771959064,1,0.7113663511736423,23.614424,14.189753
265.0630810002465,49.02933137568887,51.913798783720644,3,0.7983440342751051,6.861553,9.506854
231.50830341153525,71.8307545692069,872.992054569461,0,1.0,-35.226856,0.82332975
197.36318121614474,32.4847189597224,6874.711453742145,0,0.4574370012245983,-34.362175,1.6853234
242.96842086779267,34.07556836279831,561.0204075535053,0,0.7099125632703924,-34.639755,0.7108564
194.6048782446838,73.14457111598243,295.9143984033686,4,0.979232038975446,6.317664,-3.1478534
210.18004594014354,37.17882353192461,480.18959001456244,0,1.0,-35.455364,0.9583954
106.4151716199448,-1.13876827255001,1.063538078595951,0,0.9645822455400865,-35.190872,0.7976442
254.66871678782732,48.07793542476661,865062.5924749995,5,0.9381268707059595,-2.8783236,3.261221
162.786691900604,7.8445026555016355,240.16506509738,3,0.8657855795827377,7.122974,8.75417
151.5271202997755,58.66340315741127,4892.63628389549,4,0.9409367461899637,6.3837676,-3.386841
255.86846703275802,45.42059786510188,886.7833113692712,4,0.9172789886272616,6.603149,-2.9568477
178.84676672273565,-7.848488340174091,279.6742039046318,4,0.5984811806388856,6.8762503,-3.6310759
185.03490350550106,-10.032918653549087,2.53083464490256,4,0.9494067069055518,6.393428,-2.9509232
104.83683361417089,70.90635085194708,6797.145993207481,1,0.979008657251316,23.862976,13.910817
273.98268533966836,70.51929873263619,888.6259512966149,2,0.7309254621503218,18.021473,0.8981231
197.76108364479245,27.953061749998312,0.5939263663169665,4,0.7761832431018162,6.5002127,-3.6515436
168.6589999049587,10.872536281506836,16806.394594108224,1,0.3324762002657149,23.852964,14.4637375
182.88762972006742,-16.25227089058235,85.02136997511192,1,0.6163195017984537,23.493872,14.081445
128.6727494964757,0.6538287696491061,56.02853256755811,0,0.7198900344742328,-34.950737,0.99165773
113.19814404234215,68.76407792626854,9258.128464947942,2,0.9858990962519072,18.509277,1.0840493
191.66139600893706,65.90110159156168,107.55470314775715,0,0.7230243876423903,-34.921574,0.66109955
141.79659487983423,24.530379944478817,8422.169286737886,2,0.9216909084351965,18.307968,1.0641184
120.59802416994154,38.15920723008136,768.1095010746061,3,0.9386274724432799,6.921535,8.811415
121.8846665708965,-13.763091968326185,7.072872241402459,0,0.7043140100776001,-34.55502,1.1397767
250.00223129008322,7.900000818224989,1.181220322557797,4,0.8056654413938734,6.20787,-3.5589123
209.37996881456775,75.95865064420991,73.40687057344248,1,0.8357884200305309,23.579435,13.94137
270.4898638388445,21.943839539407378,36.78958481530365,3,0.9872966824694144,7.072405,9.232362
105.34109128239214,49.19531825187855,11.530616046843823,0,0.3685198890398118,-33.88581,1.1482495
216.21973269672515,52.688791808962876,122.40211662077203,4,1.0,6.4335084,-3.2037046
232.50671680076928,79.77178950339561,263.0124225625462,4,0.8730989702981278,6.1135087,-2.972769
107.413274692427,74.64065247465679,1336.009873760185,1,0.7808109329785103,23.517113,13.859456
225.33286385502296,48.219800114153315,60.19884338139819,3,0.6717690148878295,6.5382247,9.325129
209.54299951652297,54.75312026939889,120.8044643930832,4,0.9208420507479366,6.6228166,-3.0783482
230.75899710866904,-14.485988527873621,73.40906800463547,1,0.9793876718250084,23.835737,13.736501
122.17391215378368,30.695582217249758,105.86014977889893,4,0.9560475782054971,6.196369,-3.1464849
269.65751704783236,67.13592110808574,128.74184538837605,5,0.7294167530715764,-2.7477784,3.1264184
197.70684396974434,52.331411506713906,573.322592861607,5,0.8908610002563064,-3.1786115,3.3943906
174.59700819483714,-15.182022664184007,1276.643732391332,3,0.921741687616214,7.1717005,9.120365
167.2243042363292,56.15312548091991,2.09241381079385,1,0.7579735550335088,23.409084,13.963902
228.10663423807156,15.561990954110136,24.163362987651094,0,0.9724569140896144,-35.442986,1.1791079
226.16943785176062,-6.54930836873328,3.3228348998518156,4,0.8901689966775719,6.2905064,-3.020369
194.66444016986117,9.985531870340807,1817.9574336243468,5,0.8630365945268182,-2.929772,3.1645532
223.9756825805259,22.21871326055713,2392.4407683324016,5,0.99122281644295,-2.6470826,3.4880302
268.1925046902003,50.438278226982504,1013.2877706260334,1,0.5697954086459739,23.09067,13.787554
252.33836559293925,-17.438079480725783,27.245111548946372,1,0.839867629983216,23.64683,13.983007
195.57942028177075,46.1058157127263,9798.76001724393,0,0.7409198749539903,-34.916412,0.8240662
224.10243588633784,-18.876709207719195,113.35260720358764,1,0.9241694565263386,23.75899,13.711784
100.76832764521524,-6.694514375352604,134.03599218679088,0,0.6194496517603891,-34.628838,1.469141
271.37060435904743,6.434983732900275,1116.3235999317178,3,1.0,7.0496573,9.026623
160.3198564286118,46.73514617852463,603.8283827461186,1,0.5458254297065026,23.323345,13.537379
162.77265738615858,69.48998494235272,345.1894404533044,0,0.1126790861628994,-31.293617,3.5554874
141.89639181565875,33.0505599716244,653.9468321293925,1,0.7888374169615191,23.669992,14.227678
100.17395090353769,76.43828731262334,466.115889806196,4,0.8121285801451865,6.838894,-3.4524791
201.03572178651115,77.3465527805655,1.4142781995723774,3,1.0,7.2514215,9.113089
101.01985767913182,51.442420504473645,219.89478768300975,4,0.8781028916644347,6.131319,-3.5427186
236.35119542969358,-7.531652472117006,5.412641744023533,5,0.9562331180707262,-3.0712721,3.7085211
207.94281649576732,55.35396416077349,233595.59029692618,0,0.3566557134573538,-33.475533,1.7171661
265.40716209262814,-10.862260371152637,30.749865451565196,4,0.8532829976478307,6.779132,-3.1966133
140.47939342371484,-2.728446328050719,906.3336292727098,3,0.9887829266392483,7.0104647,8.911355
229.38494239569735,36.443144550405364,632.0137281219673,0,0.5881460495214788,-34.62284,1.7554816
218.25391907511477,50.173532567095364,4167.9609244647445,5,0.9307253298577122,-2.8853352,3.1545722
147.0211631648728,76.3829030166449,245.69026648392386,0,0.43855256696519157,-34.070282,1.2072076
146.90445840477392,34.99147413540837,99.52873374137644,3,1.0,7.076476,9.144601
173.70173087882768,32.96482768668117,1950.8050376298977,1,0.6467877230023095,23.42421,14.075741
197.17131095580424,-4.0431907403923475,0.39308243065648174,0,0.7072140599027938,-34.746124,1.097336
258.0595663020004,78.80660167282946,48.25770212350855,3,0.9983886098127108,7.136036,9.195294
232.1312961182876,29.403266252227915,18.519027951154808,0,0.9767725517500603,-35.131634,1.0534402
131.82851146037194,25.22008364363421,1611.2937755647722,0,0.9665584934852691,-35.45481,1.1742655
268.7772074302444,-12.31332667942599,68.57090594146152,4,0.7722836835386937,6.7482147,-3.5509346
152.7691798610406,63.996862348064326,694.0284149072771,3,0.8770702826007121,6.7023115,9.179402
168.21460731580612,77.90275841684246,2261.880643699308,4,0.881558537650168,5.8828454,-3.339171
245.5064608996099,37.72907246952472,3.6679679275114085,0,0.7675660760958619,-34.834133,1.0397615
266.47603885331375,-12.694509695828053,6.959207480850938,0,0.5141304146866139,-34.504467,1.8173511
147.73224812653217,25.8296098443006,30.444549234271683,2,0.9771422041754603,18.34255,1.1664335
218.6772688474839,-14.495163253021131,3014.656406257765,3,1.0,7.0116067,9.176273
248.73937841267997,69.47362053657955,107.55789974484345,1,0.6328426304186432,23.464258,13.632586
129.07966334407016,23.06987269283291,6.340436987485792,2,0.9223219571087761,18.495647,1.0915967
278.07789544144384,-6.0225755634511415,107.84891341089096,1,0.6588274730011842,23.213648,13.832026
109.80210333456499,49.73750700229883,9362.744616042495,1,0.6549748629042047,23.256462,13.803452
220.16360005885463,36.15963289555725,182.71418768984634,1,0.8470322751853604,23.538013,13.791724
139.35230310218765,43.62121063319085,4.358369177749425,3,0.9953940170745635,6.90723,9.31307
116.63949699023702,36.700987881686295,381.02453291276544,4,0.957630067440329,6.3402705,-2.914471
121.64213186645105,-9.533528854560728,3378.00235058016,3,0.7990716346353595,7.2574363,8.746785
223.331128528637,4.578495546938385,394.8568736259437,4,1.0,6.2060685,-3.3173203
108.24135728623489,31.931780844906896,6771.634324480294,1,0.8801292118570713,23.774273,13.808008
259.48491722163436,2.0390897954618623,492.33381234234804,2,0.8758123407205736,18.351458,0.75713927
116.58594604311978,21.8003952169702,1037.4421308971746,0,0.8512800738163998,-35.590015,0.93059987
264.3458359780084,-2.411143102746532,122.38829027809292,1,0.42137024609157814,23.107119,14.314303
229.81169469294858,-12.283948271842043,63.52301113228022,1,0.7843314572696997,23.404184,13.734783
156.1961806664541,11.330760505691313,248.4638003694421,1,0.7668739747216136,23.45091,13.73102
230.53329607334095,46.66996564788997,5.513211763331948,0,0.7655862714859576,-34.85168,0.9278809
217.95146135343091,57.25577015849058,514.5562072261243,3,1.0,7.0868616,9.091657
112.33075596509296,-4.710707606813296,461.019370307097,4,0.8432993919854683,6.516422,-3.4957278
183.90049954861723,-18.60973170915699,2613.320402937726,3,0.8632055030049962,6.734307,9.343399
147.14318276596487,27.130576008480453,163.9294551385147,1,0.761348628473344,23.721115,13.849294
112.89462715225794,55.95502286903816,437.7182468883432,4,0.878281675346947,6.700888,-3.3167253
209.05639573554828,-18.527230543578582,310.23212544954083,0,0.9600450959942735,-35.504616,0.8191064
205.6958046416322,65.28009349262182,6.5804699893310525,4,1.0,6.468779,-3.0991085
263.2832196385075,-17.593339275261883,3.6411364099100005,3,0.922250336326637,7.0706363,9.295174
149.56855257697038,71.75831218560761,125.86661230393463,1,0.8470322751853604,23.583479,13.871194
181.60359130373874,19.005856303754335,169.4191919457078,0,0.6853461622200793,-34.839283,1.7023909
270.85579809599835,77.54704202819478,45.38312777829926,4,0.9638049378873437,6.3792205,-3.0415087
205.67056258532443,-7.803192070424297,145.31304817539348,0,0.9023482788584208,-35.33582,1.2464281
178.76185582607218,40.83337587536867,38.631771554256105,4,0.902343509126993,6.27729,-2.7864528
238.56696328531768,67.74150492496707,505.5752523902651,4,0.8365457999328851,6.0270123,-2.9728239
160.97373642816476,65.05982708175144,2097.7032057308243,0,1.0,-35.26229,0.8635855
122.94748250046464,-3.337603793701021,318.5104804780234,5,0.9846313648145387,-3.1016119,3.4732502
113.06015842699607,76.97077017924079,29195.885467827888,4,0.8248129680162226,6.3596134,-2.767919
213.30482289988916,0.7962459824257415,3.9521448461286046,0,0.7233383652240756,-35.24214,0.583997
203.5741432489025,76.89938596256741,2711.258022522463,4,1.0,6.2941914,-3.1383183
170.91522849465758,7.122522867414144,2.8281381598533906,5,1.0,-2.9252536,3.3462481
226.7438924784824,22.178410911427363,4.220774024801054,0,0.6154364364401176,-34.64482,1.607943
243.58081527200954,26.627208789737992,5865.980546971562,4,0.9172789886272616,6.599603,-2.928853
118.14322399525076,30.809480369724604,24.119609380056648,5,0.9644394327599722,-3.0393875,3.4443784
272.9598406222563,45.196297948095804,87.14598244930859,4,0.7254368763287198,6.176051,-2.6295469
221.9491750734955,45.16557789257405,1380.0376860747206,0,0.3198088996166495,-34.453804,2.1517007
220.97249758096044,28.62349657229977,19.191576521811815,3,0.9066736526636924,7.312009,9.252468
205.89212244617318,1.9797922389168967,310.30975002707595,1,0.681640394360022,23.856457,14.237425
133.1375119824819,35.93756531264603,360.85419028618634,3,1.0,7.0358567,9.154233
174.04361703876253,42.90945958513557,43.39723329293629,1,1.0,23.940224,13.936617
198.3104039454701,-14.0138791264007,638.2748272082425,3,0.5136347703251222,6.9315596,8.538991
195.33780411761444,14.073095050387394,113.25776874699301,3,0.9225276756891854,7.239225,9.333658
167.74302737047947,66.00732685065944,90904.41575753623,0,1.0,-35.398705,0.91941345
262.3476704800066,18.450626776478416,6.124573741849372,0,0.9035279711571355,-35.179436,1.0658302
139.2982731945662,53.39185964194371,93.10512611369516,3,0.9598381296337503,7.022313,8.929875
233.24473247825065,56.754609268819465,7.8252663609322,4,0.8514834560086894,6.6432085,-3.4231684
260.14047489141296,74.60358490587414,630.8160021831276,4,0.8839162809702126,5.9651976,-3.2331429
192.80992194594342,32.77021567732915,163.09774642562604,0,0.736928593818221,-35.241043,1.2456701
109.78051014117838,75.36872923112143,141143.8793485142,1,0.827035610672646,23.66765,13.688718
182.43274884671692,40.37306247462565,225.9317706660924,4,0.9492544997970149,6.244675,-3.0860868
104.07215210387791,27.335529923829533,38.63066006159912,4,0.9020014080220576,6.6716022,-3.0148668
