ra,dec,z,anomaly_score,mag_g,mag_r,mag_i,mag_z,mag_W1,mag_W2,g_minus_r,r_minus_i,i_minus_z,r_minus_W1,W1_minus_W2,lya_ew,spectral_index,true_class,predicted_class,qso_probability,agn_probability,star_probability,galaxy_probability,artifact_probability,max_probability
240.57785656560273,-2.6964705872459973,2.314152863948957,9.986281883398762,21.883751850593132,21.303846828761273,21.00326356854397,21.062392879423168,19.131686774547234,17.829682405753605,0.5799050218318581,0.3005832602173028,-0.0591293108791953,2.1721600542140385,1.3020043687936276,89.230270192521,-0.5758430183441415,highz_qso,highz_qso,0.958003299202188,0.0408806321425239,1.0318045187918713e-06,5.768538740048114e-05,0.0010573767619998,0.958003299202188
201.9205642238376,-12.643792900350077,2.3131280777405197,18.259368147752976,21.13147545092175,20.621391856460964,20.381858794025696,20.568980458603576,18.708216913854752,17.615246426252284,0.5100835944607895,0.2395330624352691,-0.1871216645778814,1.9131749426062112,1.0929704876024693,70.43661196580362,-0.8242240462160499,highz_qso,highz_qso,0.8663142687138636,0.1324129801534352,2.4290786360405427e-05,0.0002316370441737,0.0010168141886463,0.8663142687138636
42.9302990860504,45.99083246454242,3.84004342091334,9.67602839769996,24.80997933361525,21.958047164615945,21.84922787062809,21.731594636461697,18.89137911077692,18.10528532378609,2.851932168999302,0.1088192939878525,0.1176332341663946,3.066668053839024,0.7860937869908285,80.42852677391144,0.0235374518231579,highz_qso,highz_qso,0.9993861256062402,0.0005017138778987,2.2541311265472652e-12,1.3725888457812244e-05,9.842358270400048e-05,0.9993861256062402
260.7321619148506,-14.83846618689057,2.409322394697927,15.483283385957233,25.075844179634167,24.282118850441854,24.917339928723635,24.92359860133739,21.10228251943292,20.63487645232546,0.7937253291923134,-0.6352210782817824,-0.006258672613754,3.1798363310089344,0.4674060671074592,81.91920355702607,-0.9554342305718028,highz_qso,highz_qso,0.9829619548665184,0.0012003031042164,7.698686688151212e-10,0.0016981960883297,0.0141395188255561,0.9829619548665184
21.351710565524407,24.463906639323312,2.5940938599809993,8.594901318438989,20.815541514649265,20.54982135487711,20.588381831437676,20.404968347816613,16.44801548297202,15.867757940391192,0.2657201597721545,-0.038560476560565,0.1834134836210644,4.101805871905089,0.5802575425808291,32.14745610415568,-0.9360367802229408,highz_qso,highz_qso,0.9743432157523416,0.0235677411566606,4.620601998794882e-07,6.27986650080737e-05,0.0020257686861651,0.9743432157523416
236.8300731217708,36.58539142831142,2.027094128700746,8.387137410163744,22.250161925868987,21.922955446056744,20.93167488493844,20.534977687580017,20.13321127424348,18.608938950842607,0.3272064798122445,0.9912805611183026,0.3966971973584278,1.789744171813264,1.5242723234008717,91.78942836037444,-0.9250349026401006,highz_qso,highz_qso,0.861279930874506,0.1236536197363741,1.25893984023977e-05,0.0019064585730572,0.0131474023953384,0.861279930874506
247.2107703851902,67.62397858728087,3.14551201313054,8.402123741165001,22.735155626242793,19.893078570690335,20.08030821867398,20.18894746012169,17.056972374076857,16.241574322511017,2.8420770555524584,-0.1872296479836442,-0.1086392414477067,2.83610619661348,0.815398051565838,34.45888613225103,-0.8832703151016936,highz_qso,highz_qso,0.9930291621293282,0.0047407990348017,3.0941698980768706e-08,0.0017248855937781,0.0005050793873135,0.9930291621293282
56.262915994691134,-17.553009658622514,3.923057869595334,9.000429044817059,25.3153248000053,22.652007516398857,21.927251572142236,21.75089454665254,19.392656075336003,18.45487157428564,2.6633172836064443,0.7247559442566218,0.1763570254896977,3.2593514410628543,0.937784501050361,68.06883109228764,-0.2881608917054463,highz_qso,highz_qso,0.9995617532983444,0.0002846221356401,9.589128102671651e-12,2.3499834342004973e-05,0.0001300963401146,0.9995617532983444
111.20467645917654,45.38984189343175,3.483902338446965,10.362252134587964,27.435862252189512,23.508253638009904,23.600737558684852,23.353124600022976,19.788207697999567,18.474483845000695,3.9276086141796087,-0.0924839206749473,0.2476129586618767,3.7200459400103383,1.3137238529988708,63.51071065032651,-0.964310189000812,highz_qso,highz_qso,0.9996987715507546,0.0002090678609822,4.886817622840777e-17,8.436218010036695e-06,8.37279432330695e-05,0.9996987715507546
243.84363815235275,6.286101241970684,3.192865939972623,17.382351555443464,24.082629861940855,21.79884216941396,21.32434348070636,21.150797392338728,18.731703000252615,17.616961509767513,2.283787692526894,0.4744986887076001,0.1735460883676331,3.067139169161348,1.1147414904851018,36.63481893211031,-0.801314093137302,highz_qso,highz_qso,0.9986302211300884,0.0010836883260787,4.820501775526509e-10,3.1574652189964184e-05,0.0002544551855523,0.9986302211300884
110.89402876404158,3.883953002930337,3.905436467954112,10.656717627255532,26.83324866964238,21.379949068684137,20.88299554064474,20.497429518749943,18.320015904005363,17.359367720644126,5.453299600958244,0.4969535280393998,0.3855660218947916,3.059933164678774,0.9606481833612348,195.34176575416052,-0.7139046732483197,highz_qso,highz_qso,0.9911592718375904,0.0004289433019425,9.298218923951026e-22,7.380958756943552e-06,0.0084044123519709,0.9911592718375904
311.64419523355167,-5.853393586026938,3.1550145091103317,10.397555066259216,25.00065970139575,21.202358913818784,20.931907833790373,20.70378805837477,16.628046237065195,15.707474087879865,3.798300787576967,0.2704510800284123,0.2281197754156059,4.57431267675359,0.9205721491853328,259.5566571166943,-0.6988508556049986,highz_qso,highz_qso,0.9996255127549148,0.0002997552512413,1.6393255614960918e-21,6.955743585436275e-06,6.777757810724209e-05,0.9996255127549148
147.8327274631607,34.013118802059665,2.6047345706470972,8.079233784270949,23.158287107813457,23.025325301368667,22.642536136672657,22.60945387969829,19.2565346004644,18.61716938835703,0.1329618064447857,0.3827891646960121,0.0330822569743691,3.768790700904267,0.6393652121073657,46.27737504247735,0.0315667580741101,highz_qso,highz_qso,0.9800677887410184,0.0188558432252111,3.373488937086222e-07,5.307829563395416e-05,0.0010229355919273,0.9800677887410184
243.1396073048567,4.9613353598428525,2.2479452489680396,13.949731569943294,21.28279920247699,20.9936108349753,20.626514786480456,20.303138723056453,18.17427152324373,17.467652504671058,0.2891883675016914,0.3670960484948431,0.3233760634240024,2.8193393117315706,0.7066190185726691,25.171274312459097,-0.7051008551415955,highz_qso,highz_qso,0.7211687786154867,0.2734193224047989,7.784955344814009e-05,0.0008287181148052,0.0045053644070637,0.7211687786154867
