log_M_seed_mean,log_M_seed_sigma,f_edd_mean,sigma_int
2.9861528324746005,0.9575532805938226,0.2524348175168203,2.3214926106088667
2.992202119726225,1.0976408580777348,0.25280697935344393,2.416884038505155
2.6466904700484415,1.157694733506825,0.2770286349431892,2.3347463210627346
3.430808981886514,0.5198596690268623,0.23947919111832883,2.618369780144156
2.2923930358900027,1.3227414079589996,0.28492761988904697,2.35683785113518
2.9859143629073195,1.1015709490851289,0.2528513585673099,2.294156392935635
3.0518331215688663,0.34221752578435394,0.24904135843412217,2.4967353855705907
3.027680573231512,1.1840498614386106,0.24702862032186212,2.3430836709810916
2.685509320255496,1.3730477340848473,0.2701336004799128,2.3183044678353664
2.6808908670967724,0.6182112485095017,0.27406395987374793,2.486654090526816
2.963947283731784,1.3209525427565123,0.26102374578977716,2.379077992475782
3.1183292213314906,0.5942969325371297,0.24979884164850003,2.4247601234833978
3.507455496508464,1.1326225974216213,0.24155378611113484,2.3770439204175746
3.387179415877462,0.9849371675231555,0.24340675379286197,2.3800774916062934
2.5808644320491987,1.335255750851005,0.2781582899984531,2.346055425861585
2.5239790202889143,1.2071536760409152,0.28517635043815137,2.410712481111873
3.0225723618378026,0.7171024095521213,0.2539399660841052,2.4640438402148996
2.8104128732874205,1.3960650572859197,0.26252353146232094,2.3916132048350405
3.3391118566515896,1.153563484487485,0.2484402297084897,2.380932450564065
2.6147997218738652,0.9759495975703849,0.26901081542090965,2.2962525279050516
3.0383297240313696,1.2656208009575651,0.25666016550699794,2.3170613315852844
2.7981585898049426,1.1195197935841665,0.2618543391237989,2.314390131507066
2.953893642874152,1.0096153665774046,0.2630730408078166,2.432079509934862
3.525114931309081,1.4549131136410112,0.23203681023909387,2.2817455484269185
2.985886786238206,0.8622156624454391,0.2611150512112169,2.4093654904844026
2.6456541572649446,0.9734591032947795,0.2651238103316473,2.4424764327456936
2.449693148360219,1.1611213546970685,0.2854947275780232,2.4217582510975655
3.085563862535014,0.9254059135859001,0.25726093751730145,2.4277241446634235
2.839562692297185,1.054759398240091,0.2614492221590901,2.4093901009598833
2.84348839256752,0.9574769816113724,0.25615031400709076,2.431045635326644
2.791719680022232,0.9670629933593693,0.2672084369390927,2.542025064925941
2.6327369462029573,0.6763495563755564,0.2732300515816752,2.4540248157760023
2.8591828857603803,1.0758810256564668,0.26049354292536747,2.3291877218938564
3.138471248472737,1.1500548354946278,0.2476083565616532,2.406082136276343
2.717044809857038,1.1566017668752797,0.27281975905106903,2.3449516491362354
3.430808981886514,0.5198596690268623,0.23947919111832883,2.618369780144156
2.334086881423631,1.2778940620345607,0.2828692482245192,2.349002917127365
2.9859143629073195,1.1015709490851289,0.2528513585673099,2.294156392935635
3.097630156569816,0.16781019717893364,0.24631893200270957,2.536565008335022
3.0558562226566988,1.2186866580647115,0.24735340020537677,2.346658537149759
2.6831021215854216,1.3489131139142359,0.269831015838994,2.3258042888463493
2.681843332244939,0.9329502638832037,0.2722406818711764,2.4173704187574496
3.1857037517750513,1.3783103952359201,0.24885014886040602,2.3631333140723925
3.212959250587967,0.23177451172831154,0.24761736617988195,2.518095833613068
3.507455496508464,1.1326225974216213,0.24155378611113484,2.3770439204175746
3.3556444482069128,0.992294339144453,0.24483859817226938,2.378146987436567
2.8833989941302525,1.3735935519745657,0.26338112896706917,2.325450765739686
2.5239790202889143,1.2071536760409152,0.28517635043815137,2.410712481111873
2.7728210625454004,0.32901153301488484,0.2647413178903061,2.5593458625176493
2.8104128732874205,1.3960650572859197,0.26252353146232094,2.3916132048350405
2.875652501441169,1.2284709856929161,0.2645958791445896,2.370264000457054
2.6147997218738652,0.9759495975703849,0.26901081542090965,2.2962525279050516
3.0383297240313696,1.2656208009575651,0.25666016550699794,2.3170613315852844
2.7981585898049426,1.1195197935841665,0.2618543391237989,2.314390131507066
3.0063629951133772,0.9855066096394453,0.260375420681121,2.4346872699474837
3.494919253015695,1.4510866552646862,0.23351170420665873,2.283802079370377
2.971392009635815,0.8719123416323722,0.26060968907328574,2.4115723191437377
2.6456541572649446,0.9734591032947795,0.2651238103316473,2.4424764327456936
2.449693148360219,1.1611213546970685,0.2854947275780232,2.4217582510975655
3.091672921393802,0.9456076606874809,0.2575830128723762,2.4242017780679084
2.78857736223421,1.000671765490865,0.26267765341334226,2.4330731672098613
2.795290578032421,1.052145538797421,0.2572634449290178,2.4196898565928837
2.8743811713514815,0.9201626740328667,0.26278897846097726,2.571091331043257
2.6327369462029573,0.6763495563755564,0.2732300515816752,2.4540248157760023
2.7477857934871452,1.0462960237661125,0.265632934629256,2.2985175783509106
3.138471248472737,1.1500548354946278,0.2476083565616532,2.406082136276343
2.700863918857022,1.1792887427953624,0.2741220305374851,2.334683975235871
3.430808981886514,0.5198596690268623,0.23947919111832883,2.618369780144156
2.334086881423631,1.2778940620345607,0.2828692482245192,2.349002917127365
2.949797643807375,1.042827254754568,0.2560693622953025,2.383833566421575
3.0541279182375565,0.21539661038477187,0.24883713169159785,2.528841335352447
3.0245342028056985,1.229629409931214,0.24924216365843047,2.344906183044305
2.75062669173858,1.1980696222333698,0.2666167196736836,2.3677243329510516
2.6339842190719933,0.9025842127745866,0.2765287056746961,2.4103293690061585
3.246671862870263,1.4680321273580244,0.2461204268130408,2.3224076864466374
3.1813197216086975,0.323285966143801,0.2487889679505554,2.508154492629123
3.507455496508464,1.1326225974216213,0.24155378611113484,2.3770439204175746
