log_M_bh_obs,log_M_gal_obs,z_obs,log_M_bh_err,log_M_gal_err,true_origin
3.5086921473769346,6.247188198807337,12.643736291335781,0.3226737199414116,0.3229920089989253,light_seed
10.250553084399343,11.492176528395248,10.633270638512315,0.3352142760346605,0.564445287233889,bounce_seed
3.1886150306526253,6.301601377700049,13.151587519468295,0.276069856082586,0.3268467978043408,light_seed
9.2055819628987,12.60373877274273,12.184208174356183,0.4142954842387193,0.45397554390293426,bounce_seed
10.648540345329996,12.356030890452262,8.565064087325897,0.4496781267544488,0.5466726147644626,bounce_seed
7.132567601300724,9.760088801675922,13.853734109820536,0.37224572902105846,0.4373390916699633,bounce_seed
4.387273206069682,5.722176339663845,12.566838211942118,0.21157814131677657,0.5998954302918937,light_seed
6.360258483129134,8.880414681750256,12.716385831661723,0.4134844122250185,0.5117471284458704,light_seed
10.234787875816858,11.31481139611724,8.768681796053276,0.400062263421332,0.40164536651753424,light_seed
11.403043722691127,13.576778488059068,10.702315627373402,0.30277377862567545,0.32286252163875073,light_seed
10.687351253418917,12.279049252315527,10.224788145395488,0.32277103279847824,0.547534546087908,bounce_seed
9.477433306799146,11.95393549748024,13.560589933091611,0.3485570223268817,0.5611474264309806,bounce_seed
5.64640981050304,8.253730614740064,11.863190720483988,0.4372363166600688,0.489193623373043,light_seed
4.06790661217559,6.757998153312414,12.93656967962498,0.40418639025536063,0.3992074716870049,light_seed
6.074924099755972,8.0333345587567,10.660485192963986,0.35511868234340577,0.46975728763379776,light_seed
13.007038278050905,14.106407553617162,9.363432330708662,0.44165162115622497,0.3008212714967182,light_seed
12.110829429004369,13.714498577357185,11.327508722095008,0.45774719771398764,0.4252121721626197,bounce_seed
9.993565406378007,13.262120111075204,8.382903536625053,0.2155379289119218,0.59589738284175,light_seed
8.686976247627673,11.211555910105798,12.965787031955493,0.22094423672068994,0.36394302913310905,bounce_seed
6.507994063434084,9.5967943565394,11.789986394732388,0.3427008849605988,0.5048758559734684,bounce_seed
8.672283729425683,11.5311953710707,12.548526440512243,0.4344850549990815,0.33148515990797084,light_seed
9.292523345010304,10.270546666200822,10.12715580877921,0.2329302916389016,0.5189698381518478,light_seed
6.1092182585470995,8.197992649327869,13.82418814636942,0.45901664042720447,0.4319991221361875,bounce_seed
4.7072040970248885,8.524832234832873,13.358726727933186,0.241173742234793,0.40223206180538584,light_seed
4.024283848482069,7.871726900110433,12.670300982442571,0.40864347890476393,0.45167607466287785,bounce_seed
7.55342286757733,10.611122695945317,9.167832247111805,0.44099436978347284,0.5455979599771797,bounce_seed
12.481923012632693,14.872640763050104,10.800326022362205,0.2136452185932058,0.5515095197539253,bounce_seed
5.853734341153335,7.834648617277455,8.262822594723373,0.4546227654635614,0.4058668585890073,light_seed
8.121735727598129,10.683298971473532,8.925736952405288,0.45244504136184666,0.48985779233476034,light_seed
7.566558063618347,8.748866088664325,12.098293719454727,0.24378459424663895,0.3968994136234375,bounce_seed
4.824953513386022,9.127675254022215,12.468572935446904,0.26271382798614495,0.43553938956120053,light_seed
6.345010477065528,8.926537199826946,13.805058394605261,0.4580956683411381,0.4968799487638179,light_seed
4.394242141028253,8.117240581382598,9.954952148828912,0.4896912682160631,0.37670939368517486,light_seed
6.629035332232811,9.42160149939264,10.222758236209213,0.34529007730644456,0.3974582930568755,light_seed
5.55567235095192,8.166455252702317,10.817334867654846,0.23769219261196817,0.349774870563503,light_seed
10.516525741762019,12.264286747069603,9.136828154505714,0.28386682367749017,0.4804576995675258,bounce_seed
3.8871918435542074,6.78713980373934,8.77952903201283,0.30148109514440824,0.5536722054387979,light_seed
