DM,scattering_time,fluence,bandwidth,duration,peak_flux,spectral_index,burst_width,sub_burst_count,rotation_measure,label,ae_error,if_score,combined_score,flagged
600.305292278365,0.12928396792664193,2.3855369047197645,643.3226358880432,1.840720130896563,1.3201835340599681,-1.2746699892111986,2.619345594978396,3.0,-206.0947334908474,normal,0.13620713,0.4260277052476911,0.014431034270576713,False
267.9010335943059,0.03775105116104075,4.914896348461005,398.01785158246895,4.022644625866524,1.221104589481867,-2.0554393033229377,5.329469039557954,1.0,-107.73315831320292,normal,0.08629796,0.41209557724695906,0.009888898229630775,False
784.3684062466689,0.1550609214975659,0.4588080100082402,771.9808335398964,2.7735803520863596,0.19633103096627336,-1.4109967084736554,3.637628687142447,1.0,-8.283477020077816,normal,0.032266386,0.3982948912865045,0.00480621470004806,False
879.1424364117768,0.32294811341128976,1.5035801307557186,221.88441809403548,4.449125257879128,0.238540488936377,-1.411179046210089,4.138664954076748,2.0,89.3437405237679,normal,0.089352176,0.42641801926217465,0.011661930036681162,False
155.08711405917242,0.021717825733608392,4.582755597015569,411.99132598418987,1.9635840474141413,2.4118930828756873,-1.0070234168691858,2.425001174112723,1.0,-71.70795174749651,normal,0.12924378,0.42358243531000617,0.013738127420614176,False
228.90347183189252,0.015634117670310737,2.135599340652065,720.4766282163465,6.268181629184257,0.42533540951862936,-1.653403506798824,6.989335041474445,1.0,12.797975530812296,normal,0.039301183,0.424796487276085,0.007457395602229305,False
539.8613462165457,0.05492866409236347,8.675309415046948,364.43392348218424,7.87274527754324,1.066415542960196,-1.2786203018577207,9.665598073461771,5.0,186.3758156995423,normal,0.26084712,0.519325187897626,0.0328027790855095,False
413.58478799805783,0.10400779571590178,0.4136329975635917,365.37168595596546,6.0046756840142415,0.11258591512504491,-1.3557815254282846,7.223468872498062,5.0,-180.6043616434642,normal,0.07907081,0.4671801627311405,0.014375712033357033,False
494.98497269681485,0.07325728563127204,0.36903839554539736,739.2510896411698,3.3499653980712076,0.01,-1.0622066634411944,2.741598223084801,1.0,108.58726624962594,normal,0.04089084,0.41613433599375355,0.00698841795561632,False
299.6999303363692,0.060341675704181225,4.318178618153077,698.3493519035513,2.21228212040021,1.9699161587476768,-1.9099552135089441,2.3023502841377668,1.0,38.07726764768173,normal,0.07135065,0.39828992735982854,0.007337192233991047,False
847.462748181002,0.36455080632129283,4.753848000671113,263.46271717783355,21.630201103801422,0.20646573569164922,-3.0354279940442987,24.2358236873616,1.0,126.65312306695027,normal,0.39020678,0.6419778489943526,0.05426050688833879,True
797.3416521763753,0.1192566966789317,1.6485517475543454,548.107945921608,1.4985157336734845,1.2260463728205004,-1.6184315052614717,1.7235258808620462,4.0,96.68923919408189,normal,0.036266506,0.4060525237858959,0.0057866518198202155,False
520.206847928934,0.05858044642597478,2.9848263788263902,334.03711300395537,5.559304301878438,0.5170421817707602,-1.615483104558383,4.834529398547459,5.0,-66.32023664863341,normal,0.030231658,0.4285715490204135,0.006681467892677676,False
983.33791758232,0.7122827042338189,4.2137549327249015,329.0829630589148,3.7869528953226688,1.1995697379116834,-2.0787594319410627,5.411469462111103,3.0,0.1801640088547419,normal,0.0531451,0.458356779631616,0.011132042477583155,False
661.899481499873,0.2030161964147138,0.8862856065570007,569.2423921421375,2.8715044158557954,0.2695312752998647,-2.2540303548189065,2.969195824209374,3.0,-146.05434673615693,normal,0.17586944,0.4254090308088697,0.01634696427954981,False
298.5784226259731,0.04183605036311179,0.9863922396692353,274.3196984990076,3.4151668386383442,0.06021688379089518,-1.7873504775792126,3.902153861284462,1.0,-52.293636693822,normal,0.024827499,0.4112175653423157,0.005017258192796706,False
623.8179436766758,0.09767517582054783,2.417837050585382,481.86740060178556,2.0990011239658988,1.1293452511444737,-1.55743861895579,2.654416111262507,1.0,2.924804088308793,normal,0.018132595,0.37686053207486325,0.0016884252826038805,False
281.2597270324339,0.036544372107955365,4.93936183893708,353.493040557728,4.045281616349363,1.2406937676111107,-1.4522860563410736,5.2724466992523045,4.0,30.358698475512668,normal,0.06472068,0.4111748576939483,0.008420057550156446,False
846.9810143304489,0.13591926432159057,0.6232486355703967,712.3534835464145,3.74487945739683,0.18151063878026955,-2.6426527681483476,3.986870800097285,1.0,78.94359820167121,normal,0.09284317,0.44132365347467556,0.013378593440442154,False
485.24433705942954,0.1662536657310353,1.6408256308890499,532.6965394208792,19.549887749781423,0.10052523221892273,-2.376769990902601,17.40680908264032,1.0,158.29269241565726,normal,0.21974228,0.557991951848735,0.03374976732302357,False
447.50632884935885,0.06419916841992147,1.5666045163647084,329.0652987569691,6.348304943423416,0.1961298261207637,-0.9352222397013789,5.999925003855354,4.0,-43.55454072732161,normal,0.055437762,0.4274873657895508,0.00917713419203884,False
332.3040528948414,0.10465535998561172,3.0377171189526355,755.8793916330832,4.304798062683406,0.6732856902131895,-1.594804071764599,3.941198891450601,3.0,114.47683435247794,normal,0.07038701,0.4059701691139002,0.008220236686827309,False
1041.2038821278916,0.2749844928848033,1.9826787027217212,693.737918244051,4.488432546297586,0.32909637171810696,-1.5012168175367617,4.357803284349312,1.0,26.73026571945855,normal,0.077533804,0.398149660865988,0.00764228405684267,False
455.72538816936856,0.057742318985424576,1.158659341624703,359.17533821954817,10.87306518926169,0.01,-2.1666283148327006,13.29289228969748,4.0,-130.74171724432506,normal,0.18663199,0.5177943456220072,0.027542121625620534,False
386.6853855340005,0.06144215282478794,6.970681257009392,776.6305446824671,1.5209173816346058,4.572562458762788,-1.5022018338330105,1.7871253369898938,1.0,-15.04034362830811,normal,0.04501101,0.4443982887201441,0.009349947294976858,False
